Name,Family,Infraorder,Suborder,Order,Informal,Taxon Size,Diet,Max MYA,Min MYA,Lifespan (MYA),Early Age,Late Age,Early Period,Late Period
Anserimimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Archaeornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,2,"Herbivore, omnivore",93.9,72.1,21.80000000000001,Turonian,Campanian,Upper Cretaceous,Upper Cretaceous
Dromiceiomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Gallimimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",93.9,66.0,27.900000000000006,Turonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Ornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,4,"Herbivore, omnivore",83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Qiupalong,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Rativates,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Sinornithomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Struthiomimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tototlmimus,Ornithomimidae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Afromimus,Noasauridae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",113.0,100.5,12.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Arkansaurus,,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",113.0,100.5,12.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Aviatyrannis,,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",154.8,149.2,5.600000000000023,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Beishanlong,Deinocheiridae,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Hexing,,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Kinnareemimus,,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Nqwebasaurus,,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",145.0,132.6,12.400000000000006,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Pelecanimimus,,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Shenzhousaurus,,Non-Avian,Theropoda,Saurischia,False,1,"Herbivore, omnivore",125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Enigmosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous
Erliansaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Eshanosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,201.4,199.5,1.9000000000000057,Hettangian,Hettangian,Lower Jurassic,Lower Jurassic
Nanshiungosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,False,2,Herbivore,113.0,66.0,47.0,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous
Neimongosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous
Nothronychus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,False,2,Herbivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Paralitherizinosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Segnosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous
Suzhousaurus,,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,121.4,109.9,11.5,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Therizinosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tiantaisaurus,Therizinosauridae,,,,True,1,Herbivore,106.2,100.5,5.700000000000003,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Alxasaurus,,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Beipiaosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Martharaptor,,Non-Avian,Theropoda,Saurischia,False,1,Herbivore,139.8,132.6,7.200000000000017,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Erlikosaurus,Therizinosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,83.6,16.900000000000006,Cenomanian,Santonian,Upper Cretaceous,Upper Cretaceous
Falcarius,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,145.0,132.6,12.400000000000006,Berriasian,Valanginian,Lower Cretaceous,Lower Cretaceous
Fukuivenator,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Jianchangosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Lingyuanosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Aerosteon,Megaraptoridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Australovenator,Megaraptoridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,89.8,35.97,Barremian,Turonian,Lower Cretaceous,Upper Cretaceous
Maip,Megaraptoridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Megaraptor,Megaraptoridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,93.9,86.3,7.6000000000000085,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous
Murusraptor,Megaraptoridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,89.8,86.3,3.5,Coniacian,Coniacian,Upper Cretaceous,Upper Cretaceous
Orkoraptor,Megaraptoridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Tratayenia,Megaraptoridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Aoniraptor,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Phuwiangvenator,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Siats,Megaraptoridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Vayuraptor,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Albinykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous
Ceratonykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Dzharaonyx,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Jaculinykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Khulsanurus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Linhenykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Mononykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Ondogurvel,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Parvicursor,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Shuvuuia,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Xixianykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,89.8,83.6,6.200000000000003,Coniacian,Santonian,Upper Cretaceous,Upper Cretaceous
Achillesaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Albertonykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Alnashetri,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Alvarezsaurus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,86.3,83.6,2.700000000000003,Santonian,Santonian,Upper Cretaceous,Upper Cretaceous
Elopteryx,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Trierarchuncus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bannykus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Bonapartenykus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Haplocheirus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Nemegtonykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Patagonykus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,93.9,86.3,7.6000000000000085,Turonian,Coniacian,Upper Cretaceous,Upper Cretaceous
Qiupanykus,Alvarezsauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tugulusaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,139.8,100.5,39.30000000000001,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous
Xiyunykus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,139.8,132.6,7.200000000000017,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Aorun,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,165.3,161.5,3.8000000000000114,Callovian,Callovian,Middle Jurassic,Middle Jurassic
Shishugounykus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Guanlong,Proceratosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Kileskus,Proceratosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Proceratosaurus,Proceratosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,168.2,165.3,2.8999999999999773,Bathonian,Bathonian,Middle Jurassic,Middle Jurassic
Sinotyrannus,Proceratosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Yutyrannus,Proceratosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Daspletosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,3,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Thanatotheristes,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Alioramus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,2,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Asiatyrannus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Dynamoterror,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Lythronax,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Nanuqsaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Teratophoneus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Tyrannosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,2,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Zhuchengtyrannus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Albertosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Gorgosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,66.0,17.599999999999994,Campanian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Tarbosaurus,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,89.8,66.0,23.799999999999997,Coniacian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Alectrosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,72.1,28.400000000000006,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous
Appalachiosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,86.3,66.0,20.299999999999997,Santonian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bagaraatan,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Bistahieversor,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Calamosaurus,Compsognathidae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Dilong,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Dryptosaurus,Dryptosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,113.0,66.0,47.0,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous
Eotyrannus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,132.6,121.4,11.199999999999989,Hauterivian,Barremian,Lower Cretaceous,Lower Cretaceous
Gualicho,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Jinbeisaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,72.1,28.400000000000006,Cenomanian,Campanian,Upper Cretaceous,Upper Cretaceous
Juratyrant,Stokesosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,146.3,145.0,1.3000000000000114,Tithonian,Tithonian,Upper Jurassic,Upper Jurassic
Labocania,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,2,Carnivore,86.3,72.1,14.200000000000003,Santonian,Campanian,Upper Cretaceous,Upper Cretaceous
Moros,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Raptorex,Tyrannosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,66.0,59.769999999999996,Barremian,Maastrichtian,Lower Cretaceous,Upper Cretaceous
Santanaraptor,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,119.5,113.0,6.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Stokesosaurus,Stokesosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Suskityrannus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Teihivenator,,,,,True,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Timimus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,113.0,109.9,3.0999999999999943,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Timurlengia,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Xiongguanlong,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Aniksosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Aristosuchus,Compsognathidae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Compsognathus,Compsognathidae,Non-Avian,Theropoda,Saurischia,False,1,"Carnivore, insectivore",154.8,146.3,8.5,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Huaxiagnathus,Compsognathidae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Mirischia,Compsognathidae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,119.5,113.0,6.5,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Ornitholestes,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,157.9,145.0,12.900000000000006,Oxfordian,Tithonian,Upper Jurassic,Upper Jurassic
Scipionyx,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,113.0,109.9,3.0999999999999943,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Sinocalliopteryx,Compsognathidae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Xunmenglong,Compsognathidae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,132.6,125.77,6.829999999999998,Hauterivian,Hauterivian,Lower Cretaceous,Lower Cretaceous
Aratasaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,113.0,109.9,3.0999999999999943,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Bicentenaria,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,93.9,6.599999999999994,Cenomanian,Cenomanian,Upper Cretaceous,Upper Cretaceous
Coelurus,Coeluridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,157.9,113.0,44.900000000000006,Oxfordian,Aptian,Upper Jurassic,Lower Cretaceous
Juravenator,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,152.2,149.2,3.0,Kimmeridgian,Kimmeridgian,Upper Jurassic,Upper Jurassic
Kol,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,83.6,72.1,11.5,Campanian,Campanian,Upper Cretaceous,Upper Cretaceous
Lourinhanosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,152.2,146.3,5.899999999999977,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Nedcolbertia,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,139.8,132.6,7.200000000000017,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Ngexisaurus,,,,,True,1,Carnivore,174.7,161.5,13.199999999999989,Aalenian,Callovian,Middle Jurassic,Middle Jurassic
Sinosauropteryx,Compsognathidae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,119.5,6.269999999999996,Barremian,Aptian,Lower Cretaceous,Lower Cretaceous
Tanycolagreus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,154.8,145.0,9.800000000000011,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Trisauropodiscus,,,,Ornithischia,False,7,Carnivore,201.4,192.9,8.5,Hettangian,Sinemurian,Lower Jurassic,Lower Jurassic
Xinjiangovenator,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,139.8,100.5,39.30000000000001,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous
Zuolong,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,161.5,154.8,6.699999999999989,Oxfordian,Oxfordian,Upper Jurassic,Upper Jurassic
Bahariasaurus,Bahariasauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,113.0,66.0,47.0,Albian,Maastrichtian,Lower Cretaceous,Upper Cretaceous
Shanyangosaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,72.1,66.0,6.099999999999994,Maastrichtian,Maastrichtian,Upper Cretaceous,Upper Cretaceous
Saurophaganax,,,,Saurischia,False,1,Carnivore,152.2,145.0,7.199999999999989,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Datanglong,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Lusovenator,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,152.2,145.0,7.199999999999989,Kimmeridgian,Tithonian,Upper Jurassic,Upper Jurassic
Siamraptor,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,113.0,8.400000000000006,Aptian,Aptian,Lower Cretaceous,Lower Cretaceous
Ulughbegsaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
Meraxes,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Tyrannotitan,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,113.0,100.5,12.5,Albian,Albian,Lower Cretaceous,Lower Cretaceous
Acrocanthosaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,93.9,27.5,Aptian,Cenomanian,Lower Cretaceous,Upper Cretaceous
Carcharodontosaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,2,Carnivore,145.0,72.1,72.9,Berriasian,Campanian,Lower Cretaceous,Upper Cretaceous
Concavenator,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,125.77,121.4,4.36999999999999,Barremian,Barremian,Lower Cretaceous,Lower Cretaceous
Eocarcharia,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,121.4,100.5,20.900000000000006,Aptian,Albian,Lower Cretaceous,Lower Cretaceous
Giganotosaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Kelmayisaurus,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,139.8,100.5,39.30000000000001,Valanginian,Albian,Lower Cretaceous,Lower Cretaceous
Lajasvenator,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,139.8,132.6,7.200000000000017,Valanginian,Valanginian,Lower Cretaceous,Lower Cretaceous
Mapusaurus,Carcharodontosauridae,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,100.5,89.8,10.700000000000003,Cenomanian,Turonian,Upper Cretaceous,Upper Cretaceous
Shaochilong,,Non-Avian,Theropoda,Saurischia,False,1,Carnivore,93.9,89.8,4.1000000000000085,Turonian,Turonian,Upper Cretaceous,Upper Cretaceous
